rank,player,position,inches,weight,forty,city,state,state2,state3,high school,college,player_url,class,teamid,Unnamed: 15,percent rank
16, Bruce Jordan-Swilling   (DS#16 FB/Overall: #9999), FB,72,225.0,4.56 - 4.76,New Orleans,LA,,,Brother Martin,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1023750&DraftYear=2022,2022,4,,0.53125
20, Juanyeh Thomas   (DS#20 SS/Overall: #9999), SS,74,220.0,4.44 - 4.63,Niceville,FL,,,Niceville,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1028730&DraftYear=2022,2022,4,,0.8198198198198199
38, Tariq Carpenter   (DS#38 SS/Overall: #9999), SS,74,226.0,4.50 - 4.67,Ludowici,GA,,,Long County,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1024499&DraftYear=2022,2022,4,,0.6576576576576576
40, Kenny Cooper   (DS#40 C/Overall: #9999), C,74,325.0,5.29 - 5.47,Calhoun,GA,,,Sonoraville,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1026177&DraftYear=2022,2022,4,,0.48684210526315785
55, Quez Jackson   (DS#55 ILB/Overall: #9999), ILB,72,225.0,4.65 - 4.84,Fort Valley,GA,,,Peach County,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1023749&DraftYear=2022,2022,4,,0.5528455284552846
62, Jordan Mason   (DS#62 RB/Overall: #9999), RB,72,218.0,4.56 - 4.75,Gallatin,TN,,,Gallatin,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1018140&DraftYear=2022,2022,4,,0.41346153846153844
71, Ryan Johnson   (DS#71 OG/Overall: #9999), OG,77,325.0,5.22 - 5.45,Brentwood,TN,,,Brentwood Academy,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1017895&DraftYear=2022,2022,4,,0.5857988165680473
79, Charlie Thomas   (DS#79 OLB/Overall: #9999), OLB,74,210.0,4.60 - 4.78,Thomasville,GA,,,Thomasville,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1023748&DraftYear=2022,2022,4,,0.45517241379310347
95, Antonneous Clayton Sr.   (DS#95 DE/Overall: #9999), DE,74,270.0,4.78 - 4.98,Vienna,GA,,,Dooly County,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1017306&DraftYear=2022,2022,4,,0.22314049586776863
149, Tobias Oliver   (DS#149 CB/Overall: #9999), CB,73,197.0,4.43 - 4.64,Warner Robins,GA,,,Northside,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1022588&DraftYear=2022,2022,4,,0.1470588235294118
234, Kyric McGowan   (DS#234 WR/Overall: #9999), WR,70,205.0,4.50 - 4.68,Dalton,GA,,,Dalton,Georgia Tech,https://draftscout.com/dsprofile.php?PlayerId=1023029&DraftYear=2022,2022,4,,0.004405286343612369
9, Chigoziem Okonkwo   (DS#9 FB/Overall: #9999), FB,73,244.0,4.62 - 4.82,Powder Springs,GA,,,Hillgrove,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1023265&DraftYear=2022,2022,5,,0.71875
19, Dontay Demus Jr.   (DS#19 WR/Overall: #9999), WR,75,217.0,4.42 - 4.60,Washington,DC,,,Friendship Collegiate,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1023251&DraftYear=2022,2022,5,,0.920704845814978
24, Joseph Petrino   (DS#24 K/Overall: #9999), K,71,192.0,4.82 - 5.00,Richmond Hill,GA,,,Richmond Hill,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1023307&DraftYear=2022,2022,5,,0.33333333333333337
64, Sam Okuayinonu   (DS#64 DT/Overall: #9999), DT,73,290.0,5.14 - 5.25,Lowell,MA,,,Lowell,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1003721&DraftYear=2022,2022,5,,0.4018691588785047
77, Reece Udinski   (DS#77 QB/Overall: #9999), QB,75,224.0,5.05 - 5.25,North Wales,PA,,,North Penn,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1028386&DraftYear=2022,2022,5,,0.07499999999999996
90, Ami Finau   (DS#90 DT/Overall: #9999), DT,74,330.0,5.27 - 5.48,Euless,TX,,,Euless Trinity,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1052380&DraftYear=2022,2022,5,,0.15887850467289721
91, Jordan Mosley   (DS#91 SS/Overall: #9999), SS,72,210.0,4.52 - 4.72,Havertown,PA,,,Havertown,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1023300&DraftYear=2022,2022,5,,0.2072072072072072
127, Darryl Jones   (DS#127 WR/Overall: #9999), WR,74,200.0,4.40 - 4.58,Virginia Beach,VA,,,Princess Anne,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1023256&DraftYear=2022,2022,5,,0.4493392070484582
149, Johari Branch   (DS#149 OG/Overall: #9999), OG,75,330.0,5.36 - 5.55,Chicago,IL,,,Phillips Academy,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1052376&DraftYear=2022,2022,5,,0.12426035502958577
162, Kenny Bennett   (DS#162 CB/Overall: #9999), CB,73,200.0,4.46 - 4.65,Philadelphia,PA,,,Academy at Palumbo,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1003730&DraftYear=2022,2022,5,,0.07647058823529407
174, Tahj Capehart   (DS#174 CB/Overall: #9999), CB,70,191.0,4.42 - 4.59,Virginia Beach,VA,,,Bishop Sullivan Catholic,Maryland,https://draftscout.com/dsprofile.php?PlayerId=1023253&DraftYear=2022,2022,5,,0.00588235294117645
12, Cyrus Fagan   (DS#12 FS/Overall: #9999), FS,73,195.0,4.43 - 4.62,Daytona Beach,FL,,,Mainland,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1023402&DraftYear=2022,2022,6,,0.8588235294117648
16, Trenton Gill   (DS#16 P/Overall: #9999), P,75,209.0,4.97 - 5.18,Hillsborough,NC,,,Cedar Ridge,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1037562&DraftYear=2022,2022,6,,0.6595744680851063
18, Thayer Thomas   (DS#18 WR/Overall: #9999), WR,72,195.0,4.40 - 4.58,Wake Forest,NC,,,Heritage,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1027558&DraftYear=2022,2022,6,,0.9251101321585903
21, Christopher Dunn   (DS#21 K/Overall: #9999), K,68,180.0,5.02 - 5.23,Lexington,NC,,,North Davidson,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1028493&DraftYear=2022,2022,6,,0.41666666666666663
25, Ricky Person Jr.   (DS#25 RB/Overall: #9999), RB,72,215.0,4.43 - 4.62,Wake Forest,NC,,,Heritage,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1028017&DraftYear=2022,2022,6,,0.7692307692307692
58, Isaiah Moore   (DS#58 ILB/Overall: #9999), ILB,73,242.0,4.66 - 4.85,Chester,VA,,,Bird,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1022594&DraftYear=2022,2022,6,,0.5284552845528455
65, Emeka Emezie   (DS#65 WR/Overall: #9999), WR,74,220.0,4.43 - 4.62,Waxhaw,NC,,,Marvin Ridge,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1023165&DraftYear=2022,2022,6,,0.722466960352423
66, Tyrone Riley   (DS#66 OT/Overall: #9999), OT,77,305.0,5.06 - 5.25,Savannah,GA,,,Calvary Day School,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1003027&DraftYear=2022,2022,6,,0.15384615384615385
73, Daniel Joseph   (DS#73 DE/Overall: #9999), DE,74,265.0,4.70 - 4.87,Brampton,Ontario,CAN,,Lake Forest Academy,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1017949&DraftYear=2022,2022,6,,0.4049586776859504
77, Grant Gibson   (DS#77 C/Overall: #9999), C,73,300.0,5.14 - 5.35,Charlotte,NC,,,Mallard Creek,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1021798&DraftYear=2022,2022,6,,0.02631578947368418
78, Tyler Baker-Williams   (DS#78 FS/Overall: #9999), FS,73,200.0,4.50 - 4.68,Raleigh,NC,,,Southeast,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1023484&DraftYear=2022,2022,6,,0.09411764705882353
80, Dylan Parham   (DS#80 TE/Overall: #9999), TE,76,246.0,4.73 - 4.92,Raleigh,NC,,,Southeast,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1024713&DraftYear=2022,2022,6,,0.12643678160919536
84, Tanner Ingle   (DS#84 FS/Overall: #9999), FS,70,182.0,4.42 - 4.59,Orlando,FL,,,Dr. Phillips,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1028023&DraftYear=2022,2022,6,,0.02352941176470591
104, Ibrahim Kante   (DS#104 DE/Overall: #9999), DE,75,263.0,4.83 - 5.02,New York,NY,,,Trinity Pawling,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1023650&DraftYear=2022,2022,6,,0.14876033057851235
106, Vi Jones   (DS#106 OLB/Overall: #9999), OLB,75,230.0,4.64 - 4.85,Austin,TX,,,Westlake,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1050023&DraftYear=2022,2022,6,,0.2689655172413793
141, Bryson Speas   (DS#141 OG/Overall: #9999), OG,75,304.0,5.06 - 5.28,Greensboro,NC,,,Dudley,North Carolina State,https://draftscout.com/dsprofile.php?PlayerId=1022533&DraftYear=2022,2022,6,,0.17159763313609466
14, Jordan Tucker   (DS#14 OT/Overall: #9999), OT,79,335.0,5.36 - 5.58,Roswell,GA,,,Roswell,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1039106&DraftYear=2022,2022,7,,0.8205128205128205
19, Grayson Atkins   (DS#19 K/Overall: #9999), K,69,188.0,4.82 - 5.02,Inman,SC,,,Boiling Springs,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1028356&DraftYear=2022,2022,7,,0.4722222222222222
21, Tomon Fox   (DS#21 OLB/Overall: #9999), OLB,74,255.0,4.64 - 4.82,Lawrenceville,GA,,,Collins Hill,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1017561&DraftYear=2022,2022,7,,0.8551724137931034
24, Brian Anderson   (DS#24 C/Overall: #9999), C,74,295.0,5.07 - 5.28,Montgomery,AL,,,Montgomery Catholic,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1039044&DraftYear=2022,2022,7,,0.6842105263157895
28, Marcus McKethan   (DS#28 OG/Overall: #9999), OG,78,330.0,5.38 - 5.58,Barnwell,SC,,,Barnwell,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1023449&DraftYear=2022,2022,7,,0.8402366863905325
30, Beau Corrales   (DS#30 WR/Overall: #9999), WR,75,205.0,4.46 - 4.64,Georgetown,TX,,,Georgetown,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1023436&DraftYear=2022,2022,7,,0.8722466960352423
33, Ty Chandler   (DS#33 RB/Overall: #9999), RB,71,205.0,4.32 - 4.52,Nashville,TN,,,Montgomery Bell Academy,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1021752&DraftYear=2022,2022,7,,0.6923076923076923
36, Garrett Walston   (DS#36 TE/Overall: #9999), TE,76,240.0,4.74 - 4.93,Wilmington,NC,,,New Hanover,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1018859&DraftYear=2022,2022,7,,0.6206896551724138
39, Jeremiah Gemmel   (DS#39 ILB/Overall: #9999), ILB,72,225.0,4.63 - 4.82,Newnan,GA,,,East Coweta,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1023459&DraftYear=2022,2022,7,,0.6829268292682926
82, Raymond Vohasek   (DS#82 DT/Overall: #9999), DT,75,295.0,5.04 - 5.25,Mchenry,IL,,,Mchenry,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1039111&DraftYear=2022,2022,7,,0.23364485981308414
111, Tyrone Hopper   (DS#111 OLB/Overall: #9999), OLB,75,245.0,4.65 - 4.85,Roswell,GA,,,Roswell,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1023458&DraftYear=2022,2022,7,,0.23448275862068968
139, Trey Morrison   (DS#139 CB/Overall: #9999), CB,69,195.0,4.48 - 4.68,Norcross,GA,,,Greater Atlanta Christian,North Carolina,https://draftscout.com/dsprofile.php?PlayerId=1023468&DraftYear=2022,2022,7,,0.20588235294117652
11, Joey Blount   (DS#11 FS/Overall: #9999), FS,72,205.0,4.43 - 4.64,Atlanta,GA,,,Landmark Christian,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1024446&DraftYear=2022,2022,8,,0.8705882352941177
18, Noah Taylor   (DS#18 OLB/Overall: #9999), OLB,76,225.0,4.58 - 4.77,Silver Spring,MD,,,Avalon School,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023727&DraftYear=2022,2022,8,,0.8758620689655172
32, Ryan Swoboda   (DS#32 OT/Overall: #9999), OT,81,325.0,4.97 - 5.18,Windermere,FL,,,Windermere Prep,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023722&DraftYear=2022,2022,8,,0.5897435897435898
33, Billy Kemp IV   (DS#33 WR/Overall: #9999), WR,69,170.0,4.38 - 4.57,Highland Springs,VA,,,Highland Springs,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023714&DraftYear=2022,2022,8,,0.8590308370044053
43, Olusegun Oluwatimi   (DS#43 C/Overall: #9999), C,75,310.0,5.12 - 5.36,Upper Marlboro,MD,,,DeMatha Catholic,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1030202&DraftYear=2022,2022,8,,0.4473684210526315
51, Wayne Taulapapa   (DS#51 RB/Overall: #9999), RB,69,210.0,4.52 - 4.72,Laie,HI,,,Punahou,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023737&DraftYear=2022,2022,8,,0.5192307692307692
53, Jelani Woods   (DS#53 TE/Overall: #9999), TE,78,275.0,4.84 - 5.05,Ellenwood,GA,,,Cedar Grove,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023383&DraftYear=2022,2022,8,,0.4252873563218391
56, DeVante Cross   (DS#56 FS/Overall: #9999), FS,73,215.0,4.53 - 4.70,Allentown,PA,,,Parkland,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023732&DraftYear=2022,2022,8,,0.3411764705882353
91, Ryan Nelson   (DS#91 OG/Overall: #9999), OG,76,325.0,5.16 - 5.38,Buena Park,CA,,,Buena Park,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023721&DraftYear=2022,2022,8,,0.4674556213017751
98, Chris Glaser   (DS#98 OG/Overall: #9999), OG,75,305.0,5.07 - 5.28,Solon,OH,,,Solon,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023718&DraftYear=2022,2022,8,,0.42603550295857984
101, Mandy Alonso   (DS#101 DT/Overall: #9999), DT,74,280.0,4.96 - 5.15,Miami,FL,,,Gulliver Prep,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1025597&DraftYear=2022,2022,8,,0.05607476635514019
128, Josh Hayes   (DS#128 CB/Overall: #9999), CB,71,185.0,4.45 - 4.65,Lakeland,FL,,,Lake Gibson,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1028063&DraftYear=2022,2022,8,,0.2529411764705882
134, Nick Grant   (DS#134 CB/Overall: #9999), CB,72,200.0,4.52 - 4.70,Spotsylvania,VA,,,Courtland,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1023731&DraftYear=2022,2022,8,,0.22941176470588232
219, RaShaun Henry   (DS#219 WR/Overall: #9999), WR,74,190.0,4.52 - 4.70,Killeen,TX,,,Copperas Cove,Virginia,https://draftscout.com/dsprofile.php?PlayerId=1037367&DraftYear=2022,2022,8,,0.06607929515418498
4, Nick Sciba   (DS#4 K/Overall: #9999), K,69,188.0,4.97 - 5.18,Clover,SC,,,Clover,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023710&DraftYear=2022,2022,9,,0.8888888888888888
17, Zach Tom   (DS#17 OG/Overall: #9999), OG,76,305.0,4.98 - 5.20,Prairieville,LA,,,Catholic,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1024160&DraftYear=2022,2022,9,,0.8994082840236687
37, Jaquarii Roberson   (DS#37 WR/Overall: #9999), WR,72,182.0,4.42 - 4.58,Murfreesboro,NC,,,Hertford County,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023662&DraftYear=2022,2022,9,,0.8414096916299559
43, Luiji Vilain   (DS#43 DE/Overall: #9999), DE,75,253.0,4.60 - 4.78,Ottawa,Ontario,CAN,,Episcopal VA,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1022844&DraftYear=2022,2022,9,,0.6446280991735538
44, Brandon Chapman   (DS#44 TE/Overall: #9999), TE,77,249.0,4.84 - 5.05,Grove City,OH,,,Grove City,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023674&DraftYear=2022,2022,9,,0.5287356321839081
46, Nasir Greer   (DS#46 FS/Overall: #9999), FS,72,202.0,4.42 - 4.62,Stockbridge,GA,,,Stockbridge,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023701&DraftYear=2022,2022,9,,0.45882352941176474
48, Loic Ngassam Nya   (DS#48 OG/Overall: #9999), OG,74,305.0,5.10 - 5.32,Silver Spring,MD,,,Springbrook,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1024104&DraftYear=2022,2022,9,,0.7218934911242604
55, JeVionte Nash   (DS#55 OG/Overall: #9999), OG,75,298.0,5.15 - 5.38,Orange Park,FL,,,Oak Leaf,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023677&DraftYear=2022,2022,9,,0.680473372781065
68, Traveon Redd   (DS#68 OLB/Overall: #9999), OLB,71,205.0,4.55 - 4.74,Martinsville,VA,,,Magna Vista,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023699&DraftYear=2022,2022,9,,0.5310344827586206
69, Christian Beal-Smith   (DS#69 RB/Overall: #9999), RB,69,201.0,4.45 - 4.64,Winston-Salem,NC,,,East Forsyth,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023657&DraftYear=2022,2022,9,,0.34615384615384615
72, Miles Fox   (DS#72 DT/Overall: #9999), DT,72,286.0,5.02 - 5.30,Lawrenceville,GA,,,Collins Hill,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1007364&DraftYear=2022,2022,9,,0.3271028037383178
74, JaSir Taylor   (DS#74 CB/Overall: #9999), CB,70,187.0,4.42 - 4.60,Asbury Park,NJ,,,Brick Township,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1024345&DraftYear=2022,2022,9,,0.5705882352941176
85, JaCquez Williams   (DS#85 OLB/Overall: #9999), OLB,73,220.0,4.65 - 4.85,Hinesville,GA,,,Liberty County,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023705&DraftYear=2022,2022,9,,0.4137931034482759
115, Sean Maginn   (DS#115 OG/Overall: #9999), OG,75,305.0,5.15 - 5.35,Suwanee,GA,,,North Gwinnett,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1025491&DraftYear=2022,2022,9,,0.3254437869822485
116, Ryan Smenda Jr.   (DS#116 ILB/Overall: #9999), ILB,73,235.0,4.73 - 4.90,Orange Park,FL,,,Fleming School,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023704&DraftYear=2022,2022,9,,0.08943089430894313
119, Luke Masterson   (DS#119 OLB/Overall: #9999), OLB,74,220.0,4.64 - 4.83,Naples,FL,,,Gulf Coast,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023695&DraftYear=2022,2022,9,,0.17931034482758623
126, DJ Taylor   (DS#126 ILB/Overall: #9999), ILB,73,245.0,4.73 - 4.92,Belvidere,TN,,,Huntland,Wake Forest,https://draftscout.com/dsprofile.php?PlayerId=1023696&DraftYear=2022,2022,9,,0.008130081300813052
5, Terrel Bernard   (DS#5 OLB/Overall: #9999), OLB,73,222.0,4.64 - 4.83,La Porte,TX,,,La Porte,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023812&DraftYear=2022,2022,10,,0.9655172413793104
6, Xavier Newman-Johnson   (DS#6 C/Overall: #9999), C,74,315.0,5.06 - 5.28,Desoto,TX,,,Desoto,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023792&DraftYear=2022,2022,10,,0.9210526315789473
7, Connor Galvin   (DS#7 OT/Overall: #9999), OT,78,310.0,4.94 - 5.16,Katy,TX,,,Katy,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023791&DraftYear=2022,2022,10,,0.9102564102564102
12, Jalen Pitre   (DS#12 SS/Overall: #9999), SS,72,200.0,4.34 - 4.54,Stafford,TX,,,Stafford,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023806&DraftYear=2022,2022,10,,0.8918918918918919
13, Kalon Barnes   (DS#13 CB/Overall: #9999), CB,72,186.0,4.26 - 4.45,Silsbee,TX,,,Silsbee,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023816&DraftYear=2022,2022,10,,0.9235294117647059
14, Trestan Ebner   (DS#14 RB/Overall: #9999), RB,71,208.0,4.40 - 4.59,Henderson,TX,,,Henderson,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023777&DraftYear=2022,2022,10,,0.8653846153846154
16, Gunnar Royer   (DS#16 LS/Overall: #9999), LS,74,230.0,4.78 - 4.98,Manheim,PA,,,Manheim Central,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1038981&DraftYear=2022,2022,10,,0.4444444444444444
28, Tyquan Thornton   (DS#28 WR/Overall: #9999), WR,74,180.0,4.32 - 4.52,Miami,FL,,,Booker T. Washington,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023779&DraftYear=2022,2022,10,,0.8810572687224669
29, Chidi Ogbannaya   (DS#29 DT/Overall: #9999), DT,77,300.0,4.96 - 5.15,Houston,TX,,,Langham Creek,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1024064&DraftYear=2022,2022,10,,0.7289719626168225
35, Raleigh Texada   (DS#35 CB/Overall: #9999), CB,70,188.0,4.41 - 4.61,Frisco,TX,,,Centennial,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1018755&DraftYear=2022,2022,10,,0.8
49, Jason Moore   (DS#49 C/Overall: #9999), C,74,300.0,5.04 - 5.25,Frisco,TX,,,Independence,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023799&DraftYear=2022,2022,10,,0.381578947368421
58, Christian Morgan   (DS#58 SS/Overall: #9999), SS,72,211.0,4.46 - 4.65,Houston,TX,,,Porter,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023817&DraftYear=2022,2022,10,,0.4774774774774775
61, R.J. Sneed   (DS#61 WR/Overall: #9999), WR,72,200.0,4.36 - 4.56,Cypress,TX,,,Cypress Ranch,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023786&DraftYear=2022,2022,10,,0.7400881057268722
73, Josh Fleeks   (DS#73 WR/Overall: #9999), WR,71,192.0,4.35 - 4.55,Dallas,TX,,,Cedar Hill,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023780&DraftYear=2022,2022,10,,0.6872246696035242
83, Christoph Henle   (DS#83 TE/Overall: #9999), TE,77,250.0,4.67 - 4.86,Innsbruck,AU,,,The Oakridge School,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023789&DraftYear=2022,2022,10,,0.09195402298850575
104, Ashton Logan   (DS#104 OLB/Overall: #9999), OLB,73,238.0,4.70 - 4.87,Temple,TX,,,Temple,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023313&DraftYear=2022,2022,10,,0.2827586206896552
155, Khalil Keith   (DS#155 OG/Overall: #9999), OG,77,310.0,5.16 - 5.38,Alpine,AL,,,Winterboro,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1023084&DraftYear=2022,2022,10,,0.08875739644970415
168, Drew Estrada   (DS#168 WR/Overall: #9999), WR,72,190.0,4.56 - 4.78,Argyle,TX,,,Argyle,Baylor,https://draftscout.com/dsprofile.php?PlayerId=1004097&DraftYear=2022,2022,10,,0.27312775330396477
4, Nate Landman   (DS#4 ILB/Overall: #9999), ILB,74,235.0,4.63 - 4.84,Danville,CA,,,Monte Vista,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022259&DraftYear=2022,2022,11,,0.967479674796748
23, Sam Noyer   (DS#23 QB/Overall: #9999), QB,75,220.0,4.52 - 4.70,Beaverton,OR,,,Beaverton,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1018318&DraftYear=2022,2022,11,,0.725
28, Carson Wells   (DS#28 OLB/Overall: #9999), OLB,75,250.0,4.73 - 4.92,Bushnell,FL,,,South Sumter,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1024466&DraftYear=2022,2022,11,,0.806896551724138
34, Alex Fontenot   (DS#34 RB/Overall: #9999), RB,71,195.0,4.46 - 4.64,Richmond,TX,,,George Ranch,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022277&DraftYear=2022,2022,11,,0.6826923076923077
39, Matt Lynch   (DS#39 TE/Overall: #9999), TE,76,230.0,4.77 - 4.98,Broomfield,CO,,,Legacy,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022338&DraftYear=2022,2022,11,,0.5862068965517242
41, Kary Kutsch   (DS#41 OG/Overall: #9999), OG,76,310.0,5.16 - 5.38,Reading,CA,,,Shasta,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1027018&DraftYear=2022,2022,11,,0.7633136094674556
41, Isaiah Lewis   (DS#41 FS/Overall: #9999), FS,72,205.0,4.42 - 4.59,Granite Bay,CA,,,Granite Bay,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1024136&DraftYear=2022,2022,11,,0.5176470588235293
45, Brady Russell   (DS#45 TE/Overall: #9999), TE,75,255.0,4.74 - 4.93,Fort Collins,CO,,,Fossil Ridge,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022105&DraftYear=2022,2022,11,,0.5172413793103448
45, Terrance Lang   (DS#45 DE/Overall: #9999), DE,78,285.0,4.87 - 5.08,Pomona,CA,,,Maranatha,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022537&DraftYear=2022,2022,11,,0.628099173553719
67, Guy Thomas   (DS#67 OLB/Overall: #9999), OLB,75,240.0,4.63 - 4.82,Miami,FL,,,Booker T. Washington,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1052416&DraftYear=2022,2022,11,,0.5379310344827586
75, Mekhi Blackmon   (DS#75 CB/Overall: #9999), CB,72,170.0,4.40 - 4.58,East Palo Alto,CA,,,Menlo-Atherton,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022148&DraftYear=2022,2022,11,,0.5647058823529412
83, Chris Miller   (DS#83 SS/Overall: #9999), SS,72,190.0,4.45 - 4.65,Denton,TX,,,Denton,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022805&DraftYear=2022,2022,11,,0.2792792792792793
88, Jonathan Van Diest   (DS#88 ILB/Overall: #9999), ILB,73,230.0,4.65 - 4.85,Louisville,CO,,,Cherry Creek,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022080&DraftYear=2022,2022,11,,0.30081300813008127
106, Maurice Bell   (DS#106 WR/Overall: #9999), WR,72,180.0,4.40 - 4.58,Murrieta,CA,,,Murrieta Valley,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022861&DraftYear=2022,2022,11,,0.5418502202643172
132, Chance Lytle   (DS#132 OG/Overall: #9999), OG,78,320.0,5.24 - 5.46,San Antonio,TX,,,Churchill,Colorado,https://draftscout.com/dsprofile.php?PlayerId=1022094&DraftYear=2022,2022,11,,0.2248520710059172
